mjd mjd_err count count_err exptime rate rate_err
59299.08383358076 0.03868772007263033 1.6400000244379043 2.7010337804041966 2669.595084487379 0.0006143253836387776 0.001011776578440492
59301.317597663 0.07268834537171642 0.4600000068545341 2.3437046184786947 1475.902840549049 0.00031167363746207715 0.0015879802884631727
59304.04021175692 0.009779641364730196 0.4600000068545341 2.3437046184786947 1683.16594475446 0.0002732945068714772 0.0013924382356848325
59306.02974142677 0.007762763310893206 -0.720000010728836 1.9004343738998377 1336.046183427533 -0.0005389035346680355 0.0014224316475530856
59397.033011193256 0.8024069978491752 138.30000245724423 11.894788880207976 4078.091748451105 0.03391292079433274 0.00291675362250634
59404.799691562934 0.007936883957881946 16.460000245273115 4.134876086990774 1366.01324758121 0.012049663701592002 0.003026966315526127
59411.10466554933 0.007835312844690634 24.82000036984682 5.017451815000846 1348.532354349607 0.018405194573041912 0.0037206758879884255
59418.30605389291 0.23282484634546563 39.100000613734224 6.337349654044237 1141.279382302602 0.034259797574584715 0.005552846877210943
59425.37359930627 0.27083148877500207 68.64000102281571 8.320394201775269 1366.023384253731 0.05024804246694083 0.006090960299571126
59434.4703951436 0.4052890618550009 166.10000254996692 12.929114531389686 1925.410404456416 0.08626732366539822 0.006714991516335889
59442.39899377886 0.5058645954850363 270.30000484734774 16.537412279278247 1653.208689923548 0.16350023230270322 0.010003221238840097
59448.305972798815 0.24125334576820023 404.4000075264868 20.21504409041901 2065.257024406216 0.195810982723933 0.00978814929644462
59456.89775484233 0.009199237432767404 359.1200067971842 19.039916146029224 1583.275075073836 0.22682098167965958 0.012025652677656975
59462.61527023846 0.1395827187479881 466.40001026975733 21.694423484689732 1830.514489145373 0.2547917610242513 0.011851544258913996
59470.34794765749 0.4985731206506898 132.2800030142069 11.538180230299183 641.8166419908896 0.20610248217291408 0.017977377767127087
59472.245971150434 0.20193702932738233 192.58000346571208 14.02196860379623 1503.382739939806 0.1280977879747527 0.009326945315573902
59477.018880054995 0.27208720023190835 312.1200057685375 17.762837774949634 1580.787634133367 0.1974458801606521 0.011236700864431882
59481.69800945664 0.5073869033549272 400.68000686169376 20.143922332276194 2045.30870907141 0.1959019707316488 0.009848842007533293
59487.468220666124 0.04014212349648005 499.60000990331173 22.493821596124167 1867.973187286961 0.2674556644086146 0.012041833228234999
59492.54002146108 0.009271786737372167 442.7600092968578 21.13251545258699 1595.761662534648 0.2774599864704071 0.013242902087910105
59507.27451971613 0.07271206400400843 463.5800094867851 21.624421600286105 1618.246959832469 0.28647049615639497 0.01336286867025834
59514.51359303025 0.07113083367949002 399.5800077446327 20.090186853406014 1480.897347145527 0.2698228938790625 0.013566225162149448
59521.754893775316 0.20481260745873442 426.96000861173695 20.806422294310273 2010.327399485725 0.2123833206078574 0.010349768052523634
59528.71056690576 0.007472566830983851 402.86000774805234 20.192701845489808 1286.101455380154 0.31324123463414666 0.01570070678407025
59535.29373464696 0.07154285525757587 226.7800041243434 15.262359064578732 1813.033341854336 0.12508319559771425 0.00841813479776863
59542.75593448835 0.10438403530133655 532.2400104047135 23.217166289518776 1957.873999797109 0.2718458953231253 0.011858355691900873
59549.544014056795 0.07264362875139341 511.62000948603276 22.810708222582612 1967.863859399013 0.2599875022057074 0.011591608897959545
59556.18412384858 0.07629509206162766 601.5400109189696 24.72898726322194 2317.481152190607 0.2595663012621966 0.010670631448219881
59563.24901272723 0.03986053483458818 1052.2800220965291 32.61517472376788 2010.327279181111 0.5234371701532927 0.016223813436513374
59568.26470776532 0.007516096062317956 704.4200130144819 26.664666004144827 1293.593153630157 0.5445452544625001 0.020612868836942185
59573.70455050448 0.06976642504741903 993.0800177851044 31.66110575968775 1395.990489237078 0.7113802174453437 0.022680029702058246
59578.55105088164 0.007965901040734025 1333.7600146829882 36.71788685272968 1371.007811477211 0.9728318128588271 0.026781675892252936
59583.46957179622 0.00819805845094379 1368.1400133180405 37.208800216638885 1410.964154482816 0.969649022600101 0.02637118745959754
59588.16985674807 0.007907861690910067 1175.4000193468246 34.50026115217645 1361.018765014942 0.8636177909963795 0.025348850463349556
59593.685476014856 0.008270607639133232 1315.1400175330948 36.48965357183629 1423.450222167915 0.9239100862481417 0.025634653747331287
59633.26149734187 0.17114996405143756 193.20000295341015 13.975836396618996 2594.67707263314 0.07446013416896854 0.005386349054387714
59640.59132308701 0.4017168700665934 275.6800044045802 16.7564197990066 3888.279922665763 0.07090024635252519 0.004309468487937097
59647.784347720575 0.105926592292235 253.94000445455313 16.048389467742805 2766.997881366776 0.09177455688152457 0.0057999283540526615
59654.39562260344 0.2724260138202226 36.22000053972006 6.3781188924466745 2956.790367400773 0.012249769526799424 0.0021571089255318057
59661.450177372884 0.43871745363867376 65.20000105872502 8.20512041900514 3263.963575498052 0.019975713438767796 0.0025138517110299286
59668.49315982277 0.040863494723453186 58.920000860767075 7.758505067328184 2354.939874393117 0.025019747426014916 0.0032945660955898503
