obsid mjd_start mjd_end mjd ra_xrt dec_xrt exptime cr cr_unc fl fl_unc fl0 fl0_unc L L_unc L0 L0_unc L_0.5keV L_0.5keV_unc L0_0.5keV L0_0.5keV_unc L_2keV L_2keV_unc L0_2keV L0_2keV_unc L_0.5-10keV L_0.5-10keV_unc L0_0.5-10keV L0_0.5-10keV_unc HR HR_unc L_2500 L_2500_unc alpha_OX_obs alpha_OX alpha_OX_unc alpha_OSX_obs alpha_OSX alpha_OSX_unc L1 L2 L3 eL1 eL2 eL3 Lbol eLbol
14217022 59507.20099537037 59507.34645833333 59507.273726851854 46.94752499999999 40.31151027777778 1618.246959713736 0.365 0.017 1.0821580755760288e-11 9.238216847306043e-13 1.7593687107474165e-11 1.50194597546188e-12 7.909501994506813e+42 6.75222005256107e+41 1.285923992141562e+43 1.097773509866729e+42 3.478896527480652e+42 4.47305653312873e+41 7.410049603533788e+42 9.527610415564195e+41 2.029306566539947e+42 2.4700445639212155e+41 2.0901857635361453e+42 2.544145900838852e+41 7.054676891111801e+42 6.257994391128394e+41 8.901491243484969e+42 7.89624856449356e+41 -0.16987440566146586 0.05439340880143059 2.0225857840802668e+42 2.087375080696504e+41 -0.9994470725687541 -1.0075792731520308 0.0265986225039956 -0.8824410682593518 -1.0463403922895105 0.035738264113629015 1.2306779332734309e+42 8.400900600115028e+42 8.901491243484969e+42 5.824146290914225e+40 2.5202701800345084e+42 7.89624856449356e+41 1.8533069776873427e+43 2.6417155907280472e+42
14217023 59514.441655092596 59514.58394675926 59514.51280092593 46.94853749999999 40.311725833333334 1480.897346908059 0.344 0.016 1.01927084116583e-11 8.909018339274066e-13 1.657126871016333e-11 1.4484250003171075e-12 7.449858697263278e+42 6.511608600811601e+41 1.2111953500395666e+43 1.058654986500335e+42 3.2767281138724574e+42 4.257731311047873e+41 6.979430882548334e+42 9.06896769253197e+41 1.9113778825330166e+42 2.3539788278722598e+41 1.968719219009007e+42 2.4245981927084276e+41 6.644709873027675e+42 6.024717512228176e+41 8.384200674700555e+42 7.601903107304158e+41 -0.04440845918450435 0.051988037671055067 2.2397463784637104e+42 2.2499187574723528e+41 -1.0264246875142333 -1.03455688809751 0.026489839835839236 -0.917525387057211 -1.0814247110873698 0.03560135004035676 1.2480227706393134e+42 8.613802402052535e+42 8.384200674700555e+42 6.493935021845512e+40 2.5841407206157604e+42 7.601903107304158e+41 1.8246025847392402e+43 2.6944182473550283e+42
14217024 59521.54927083333 59521.95892361111 59521.75409722222 46.94777499999999 40.31168916666666 2010.327399248257 0.273 0.012 8.022896898533372e-12 6.941838805902762e-13 1.3043596948919514e-11 1.1286016586492188e-12 5.863941733918516e+42 5.073795512878853e+41 9.533575400073205e+42 8.248958513143337e+41 2.5791821722335904e+42 3.336117448491731e+41 5.4936580268575474e+42 7.105930165287387e+41 1.5044860567344075e+42 1.8434890886215496e+41 1.5496206384364397e+42 1.8987937612801963e+41 5.230192023446159e+42 4.697806614144779e+41 6.599382114453398e+42 5.927625755912568e+41 -0.03332095735684195 0.05011790081828163 1.9037904551897387e+42 1.9160394202747054e+41 -1.039235031605978 -1.0473672321892546 0.026429422092265245 -0.9341852065754798 -1.0980845306056386 0.035525323579232986 1.2820013108729125e+42 7.064384179394212e+42 6.599382114453398e+42 6.612258239369773e+40 2.1193152538182637e+42 5.927625755912568e+41 1.4945767604720523e+43 2.2016441156532915e+42
14217025 59528.70229166667 59528.717256944445 59528.70977430556 46.948366666666665 40.31057222222222 1286.101455261421 0.394 0.018 1.4963522930576512e-11 1.5023581951879301e-12 2.101467693114884e-11 2.1099023440679702e-12 1.0936850829417316e+43 1.09807480159286e+42 1.535964410858941e+43 1.5421293039593224e+42 2.9918624154306095e+42 4.583184108040232e+41 6.372666944867197e+42 9.762182150125695e+41 3.001027720559459e+42 3.977277177430577e+41 3.0910585521762426e+42 4.096595492753495e+41 1.0120911782477479e+43 1.0310603048064477e+42 1.2250618411474734e+43 1.2480225719654152e+42 0.03986596386204267 0.047944838367713856 2.064267637206615e+42 2.3035357478023265e+41 -0.9376328992978128 -0.9457650998810895 0.028877429336751966 -0.9195547654806934 -1.0834540895108522 0.0410817229610793 1.2287371253197004e+42 7.904194978181816e+42 1.2250618411474734e+43 6.57954643956577e+40 2.3712584934545445e+42 1.2480225719654152e+42 2.138355051497625e+43 2.6804395583654793e+42
14217026 59535.22138888889 59535.36450231481 59535.29294560185 46.94974166666666 40.310739999999996 1813.033341616869 0.187 0.011 5.9752199219308974e-12 6.572038723969521e-13 8.391561053804885e-12 9.229729603381448e-13 4.3672930006064425e+42 4.803508338423048e+41 6.13339865867242e+42 6.7460167192159195e+41 1.1947076895793891e+42 1.9071831339970864e+41 2.5447273788040988e+42 4.062300075413794e+41 1.1983675706147947e+42 1.6769145274652899e+41 1.2343185977332386e+42 1.7272219632892487e+41 4.041472986765064e+42 4.49954796263679e+41 4.8919054374982694e+42 5.446371463273304e+41 -0.013082799183644342 0.06802698468586703 2.1212717534186128e+42 2.0689662811600435e+41 -1.0951818488250173 -1.103314049408294 0.028430159822207413 -1.1244467688194293 -1.288346092849588 0.0405506699156739 1.2895655588356896e+42 5.411469630427944e+42 4.8919054374982694e+42 6.053326439101105e+40 1.6234408891283832e+42 5.446371463273304e+41 1.1592940626761904e+43 1.7134334588046788e+42
14217027 59542.65074074074 59542.85962962963 59542.75518518519 46.94957916666666 40.31186694444444 1957.873999322176 0.348 0.015 1.2986069005256234e-11 1.2637872295599695e-12 1.823755314956108e-11 1.774854789352147e-12 9.491528180224813e+42 9.237030927774597e+41 1.3329842124459835e+43 1.2972427793294695e+42 2.5964829245941208e+42 3.925514444975168e+41 5.530508629385477e+42 8.361345767797108e+41 2.6044370197233003e+42 3.3912557471843653e+41 2.6825701303149993e+42 3.4929934195998966e+41 8.783416807201009e+42 8.681311393858729e+41 1.063167923667185e+43 1.0508088152836123e+42 0.13167924615599594 0.0377699145050173 2.4337358595450432e+42 2.0776624582091573e+41 -0.9887011180183943 -0.996833318601671 0.025951749712727568 -0.9859688524803272 -1.149868176510486 0.03763513178791127 1.2571735838458734e+42 8.105321756386936e+42 1.063167923667185e+43 5.988571304849968e+40 2.4315965269160807e+42 1.0508088152836123e+42 1.999417457690466e+43 2.6496126385974655e+42
14217028 59549.47056712963 59549.61587962963 59549.54322337963 46.94929166666667 40.31098861111111 1967.863859161547 0.358 0.014 1.2419593976706683e-11 1.2140702629613839e-12 1.7441999203490877e-11 1.7050325960148362e-12 9.077491130622239e+42 8.873649222876242e+41 1.2748371111564552e+43 1.2462096826011255e+42 2.48321980099278e+42 3.761250771024571e+41 5.289258176114621e+42 8.011464142282337e+41 2.4908269245893454e+42 3.2514429928995757e+41 2.5655517323270258e+42 3.348986282686563e+41 8.400268813407977e+42 8.338660233818703e+41 1.0167906805100321e+43 1.0093334156346693e+42 0.06485776023632978 0.04146287775859658 2.0324045574239723e+42 1.948487608189602e+41 -0.9660986965446104 -0.9742308971278871 0.026995037466966368 -0.9565744615309265 -1.1204737855610853 0.03885650602760134 1.203338298631206e+42 7.193047524016831e+42 1.0167906805100321e+43 5.539894476731959e+40 2.157914257205049e+42 1.0093334156346693e+42 1.8564292627748356e+43 2.3829429133839734e+42
14217029 59556.10702546296 59556.2596412037 59556.183333333334 46.94947499999999 40.311885277777776 2317.48115195314 0.347 0.013 1.2684465702326437e-11 8.869185584527885e-13 1.689287336078533e-11 1.1811772951954376e-12 9.271086085865976e+42 6.4824948086381325e+41 1.234701459571516e+43 8.633234259460186e+41 1.9560213275364798e+42 3.4841714306142543e+41 4.166325427652702e+42 7.421285147208361e+41 3.1135697094980494e+42 2.555025935667695e+41 3.206976800782991e+42 2.6316767137377256e+41 8.680371157008203e+42 7.393398994130802e+41 1.017920601012211e+43 8.670013080664853e+41 0.179740825465531 0.03357888078083405 2.0099748328397245e+42 1.8524967656850525e+41 -0.9270541756197538 -0.9351863762030305 0.02056853136235582 -1.00589806378843 -1.1697973878185888 0.043473339821765655 1.1150063597150578e+42 6.429162278533943e+42 1.017920601012211e+43 5.19765915524818e+40 1.928748683560183e+42 8.670013080664853e+41 1.7723374648371113e+43 2.1152929628289197e+42
14217030 59563.208344907405 59563.288090277776 59563.24821759259 46.94887083333333 40.311343888888885 2010.327278943643 0.662 0.021 2.5579286678764386e-11 1.6497593705310142e-12 3.4065892932671006e-11 2.1971107633676605e-12 1.8695921009142273e+43 1.2058104380661343e+42 2.489878828027899e+43 1.6058700070928754e+42 3.9444807105794235e+42 6.944902918639501e+41 8.401743913534172e+42 1.4792643216702135e+42 6.278773900501035e+42 4.865418887636882e+41 6.467137117516066e+42 5.011381454265989e+41 1.7504694916906666e+43 1.4140129574643802e+42 2.0527220838900575e+43 1.6581697872897025e+42 0.2673919218634976 0.022656884534614608 2.068736580456861e+42 2.0071720550293425e+41 -0.8149490316173722 -0.8230812322006489 0.020696403563590173 -0.8601056125651405 -1.0240049365952992 0.043575860510233884 1.1657911007776936e+42 9.034295982811564e+42 2.0527220838900575e+43 5.552056729469504e+40 2.710288794843469e+42 1.6581697872897025e+42 3.0727307922489833e+43 3.177778300688575e+42
14217031 59568.25638888889 59568.27144675926 59568.26391782408 46.94897916666666 40.3107525 1293.593153511424 0.682 0.026 2.6610794891348184e-11 1.8110838249877423e-12 3.543963133164766e-11 2.4119588809856897e-12 1.9449851183385889e+43 1.3237226103344055e+42 2.590285477036665e+43 1.7629026674009624e+42 4.103545515569427e+42 7.27978208458943e+41 8.740551948162879e+42 1.5505935840175485e+42 6.531971220843061e+42 5.25687512566935e+41 6.727930357468353e+42 5.414581379439431e+41 1.8210587805645944e+43 1.5233305717040602e+42 2.1354999859588656e+43 1.7863632130952743e+42 0.19326595523598283 0.030407177671186277 2.027316094523292e+42 1.870075920205115e+41 -0.8049885240838195 -0.8131207246670962 0.020404045588831517 -0.8471519981554946 -1.0110513221856534 0.043342046113479034 1.1479688798066407e+42 9.1182667939884e+42 2.1354999859588656e+43 5.121665434945147e+40 2.7354800381965202e+42 1.7863632130952743e+42 3.1621235533383696e+43 3.26750175426953e+42
14217032 59573.63398148148 59573.77354166667 59573.70376157407 46.94979166666666 40.31175527777778 1395.99048899961 0.936 0.027 3.476367280968445e-11 2.25709454732547e-12 4.62974425656784e-11 3.00594548056487e-12 2.540879614821702e+43 1.649712202568783e+42 3.3838837650301364e+43 2.1970479461839207e+42 5.360768599561218e+42 9.446995486496551e+41 1.1418437117065393e+43 2.0122100386237652e+42 8.533202831813601e+42 6.6430101989253775e+41 8.78919891676801e+42 6.842300504893139e+41 2.3789853656469706e+43 1.9299168688565206e+42 2.78976344374802e+43 2.2631545397272203e+42 0.27834600186561076 0.022868542537867038 2.134114041345362e+42 1.904123153646837e+41 -0.7690000813540188 -0.7771322819372954 0.01973643965520802 -0.8003491210174468 -0.9642484450476057 0.04281599738908049 1.1399223695955498e+42 1.0703834530029563e+43 2.78976344374802e+43 5.159243961399244e+40 3.2111503590088687e+42 2.2631545397272203e+42 3.9741391337105314e+43 3.928869669342066e+42
14217033 59578.542280092595 59578.55824074074 59578.55026041667 46.949908333333326 40.31167083333333 1371.007811358478 1.25 0.031 5.5234867084315894e-11 3.815236034335953e-12 6.921880083225601e-11 4.7811477990092715e-12 4.0371208350237145e+43 2.788559056589915e+42 5.059207666575642e+43 3.4945447348037495e+42 6.346803706188156e+42 7.928635468650608e+41 1.3518691894180772e+43 1.6887993548225794e+42 1.2571430308316062e+43 9.315973168127115e+41 1.2948573217565544e+43 9.595452363170929e+41 3.809922567119731e+43 2.757163896864421e+42 4.4221211256956875e+43 3.2001996104994436e+42 0.3697080076396439 0.017312376803776328 2.1791224075332307e+42 1.8752128056314394e+41 -0.7078977094077974 -0.7160299099910741 0.018928429272642624 -0.7682739664297553 -0.932173290459914 0.0328816397509909 1.1573996541374588e+42 1.1803574841666277e+43 4.4221211256956875e+43 5.031857746689005e+40 3.541072452499883e+42 3.2001996104994436e+42 5.718218575276061e+43 4.773154472687074e+42
14217034 59583.46056712963 59583.47699074074 59583.46877893519 46.94885833333333 40.31167138888889 1410.964154364083 1.24 0.031 5.505415650868066e-11 3.7954848534891014e-12 6.899233935957637e-11 4.756396167921735e-12 4.023912684655714e+43 2.7741229027757982e+42 5.042655579498298e+43 3.4764537479255194e+42 6.326039022361935e+42 7.898080342996904e+41 1.347446311763092e+43 1.6822911130583403e+42 1.2530300664533155e+43 9.270075402625596e+41 1.290620968446915e+43 9.548177664704364e+41 3.797457735817088e+43 2.7433581504048066e+42 4.407653379209879e+43 3.184175483499609e+42 0.29784452622242236 0.019035736401438266 2.082131428311799e+42 1.835244199874527e+41 -0.700855087919952 -0.7089872885032287 0.019180423365591635 -0.7591150553120909 -0.9230143793422496 0.03312769344090666 1.1510358889186234e+42 1.1532542520324919e+43 4.407653379209879e+43 4.877149663970573e+40 3.4597627560974753e+42 3.184175483499609e+42 5.676011220134233e+43 4.7022665276527704e+42
14217035 59588.161145833335 59588.17699074074 59588.16906828704 46.948791666666665 40.31058861111111 1361.018764896209 1.1 0.03 4.9033978193163585e-11 3.423516822652788e-12 6.144801915400157e-11 4.290256166115951e-12 3.583897372026616e+43 2.5022511727398206e+42 4.491240614716662e+43 3.135751649293606e+42 5.634285931211892e+42 7.061871806136883e+41 1.2001029033481328e+43 1.504178694707156e+42 1.1160110852695107e+43 8.347813073185271e+41 1.149491417827596e+43 8.598247465380829e+41 3.38220529776268e+43 2.4717374896119376e+42 3.925675977709758e+43 2.8689093747777157e+42 0.34352463234471486 0.01921921772831401 2.130825108087084e+42 1.886086867850398e+41 -0.7240100401529315 -0.7321422407362081 0.019315780755491306 -0.789228011091645 -0.9531273351218037 0.033260441568825155 1.1119672172619154e+42 1.097397717391109e+43 3.925675977709758e+43 4.966046987973406e+40 3.292193152173327e+42 2.8689093747777157e+42 5.134270416827058e+43 4.3671092171106836e+42
14217036 59593.676400462966 59593.692974537036 59593.684687500005 46.94840416666666 40.311454999999995 1423.450222049182 1.2 0.03 5.2457218336444847e-11 3.6279112149236597e-12 6.573792859321615e-11 4.5463975397926675e-12 3.8341022667832937e+43 2.6516431968645704e+42 4.804790437349182e+43 3.3229655833478614e+42 6.027635899726958e+42 7.53280348201952e+41 1.2838864466418422e+43 1.6044871416701575e+42 1.193923873263003e+43 8.857114827775039e+41 1.2297415894608932e+43 9.12282827260829e+41 3.6183293361286717e+43 2.6214979919663488e+42 4.199741678507508e+43 3.04273418869169e+42 0.2716241291956078 0.0201320629267 1.9501249904995976e+42 1.7682024900127995e+41 -0.6979917078966795 -0.7061239084799562 0.01952661009524919 -0.7553912369619908 -0.9192905609921496 0.03346800220838 1.0629247069394234e+42 1.090022467726871e+43 4.199741678507508e+43 4.604476976871201e+40 3.270067403180613e+42 3.04273418869169e+42 5.396056616928322e+43 4.4669555947200464e+42
14217041 59633.089537037034 59633.431875 59633.26070601852 46.95028333333333 40.3109675 2594.677072514407 0.0946 0.007 2.6053174900359037e-12 3.0551278316504133e-13 4.773425606377677e-12 5.597561709132124e-13 1.904228628778985e+42 2.2329953657694164e+41 3.488900578058068e+42 4.091262312041488e+41 1.1253392463880735e+42 2.0366270378924283e+41 2.3969725948065963e+42 4.338015590710872e+41 4.23691382347586e+41 8.262453283064778e+40 4.3640212381801364e+41 8.510326881556721e+40 1.637884901365165e+42 2.3319802191914806e+41 2.161226962248461e+42 3.0771017676186843e+41 -0.05932721712538229 0.07603591227889578 1.5792798876825778e+42 1.7704543085524383e+41 -1.2193001496226146 -1.2274323502058913 0.03749192889440999 -1.0734576312206965 -1.2373569552508552 0.046146075848572575 9.38333260327075e+41 4.427726172517771e+42 2.161226962248461e+42 4.3072593308614187e+40 1.3283178517553313e+42 3.0771017676186843e+41 7.527286395093308e+42 1.3641734187664881e+42
14217042 59640.188796296294 59640.992256944446 59640.59052662037 46.94953333333333 40.31130222222222 3888.279922309563 0.0943 0.0059 2.480759052232137e-12 2.7415117209682195e-13 4.5452114103048955e-12 5.02295873693071e-13 1.8131887673689846e+42 2.003773100655339e+41 3.322098640360416e+42 3.67128454194931e+41 1.0715375507922576e+42 1.8931663269811154e+41 2.2823749831875086e+42 4.032444276469776e+41 4.0343498868425305e+41 7.706655850669323e+40 4.1553803834478066e+41 7.937855526189402e+40 1.5595787504270655e+42 2.134569681036289e+41 2.0579001872252223e+42 2.816614002368898e+41 -0.3284968082589748 0.08074887507427662 1.7226431473276194e+42 2.4992798862670627e+41 -1.241948362239242 -1.2500805628225187 0.039981753112503265 -1.1029115734335018 -1.2668108974636605 0.04955505850754653 9.449786627031163e+41 4.570929771792036e+42 2.0579001872252223e+42 6.0803865756692735e+40 1.3712789315376107e+42 2.816614002368898e+41 7.573808621720375e+42 1.4012266635178243e+42
14217043 59647.677615740744 59647.889502314814 59647.78355902778 46.94994166666666 40.31124972222222 2766.997881129309 0.116 0.0076 3.211139233796562e-12 3.5919065819012474e-13 5.883403578593128e-12 6.581040091788447e-13 2.347024223871679e+42 2.625327381908362e+41 4.300184362122934e+42 4.8100874453321005e+41 1.3870175206009152e+42 2.4622753515795355e+41 2.954347318879949e+42 5.244646498864411e+41 5.222135214158042e+41 1.0016483280656157e+41 5.378799270582783e+41 1.0316977779075842e+41 2.0187468465289474e+42 2.7850226938017766e+41 2.663783096746245e+42 3.674901778080616e+41 -0.2410763315449785 0.07827686998088824 1.2263902643521212e+42 1.7099162889721028e+41 -1.1423011706156032 -1.15043337119888 0.03952397745200054 -0.9733206572127574 -1.1372199812429162 0.04893003026219899 7.724718128662868e+41 4.1918700511948624e+42 2.663783096746245e+42 4.159979082820186e+40 1.2575610153584586e+42 3.674901778080616e+41 7.628124960807393e+42 1.3108162650546216e+42
14217044 59654.122395833336 59654.66726851852 59654.39483217592 46.94994166666666 40.31122416666666 2956.790367044573 0.0172 0.003 5.03471896582406e-13 1.3958187460804894e-13 1.4346905655168843e-12 3.9775169175614835e-13 3.679880102615278e+41 1.0202050333743484e+41 1.048616477164445e+42 2.907170283407164e+41 3.353102928303014e+41 2.1393764172694566e+41 7.14210923728542e+41 4.5568717687839424e+41 6.10582488302784e+40 2.571950926576582e+40 6.288999629518675e+40 2.64910945437388e+40 2.441179158838827e+41 7.957626326978097e+40 3.289819018577784e+41 1.0723977524730388e+41 -0.27664273881833235 0.2248089191062448 1.0454715310255118e+42 1.6167942620122359e+41 -1.4734286534002408 -1.4815608539835174 0.07479134392922648 -1.2464958002339825 -1.4103951242641413 0.14230568032448546 6.415620503720037e+41 2.1638874485352255e+42 3.289819018577784e+41 3.9334266563644234e+40 6.491662345605676e+41 1.0723977524730388e+41 3.1344314007650076e+42 6.5913910065686286e+41
14217045 59661.01064814815 59661.88811342593 59661.44938078704 46.94830416666666 40.31106666666666 3263.963575023118 0.0256 0.003 8.210122083195463e-13 2.0391751982245886e-13 2.339551576653778e-12 5.810821692705925e-13 6.0007847705255726e+41 1.4904347767234355e+41 1.7099801109874488e+42 4.247134203911591e+41 5.467908851667566e+41 3.423054378401029e+41 1.1646645854051915e+42 7.291105825994191e+41 9.95677575025605e+40 4.0107637075841104e+40 1.0255479022763731e+41 4.131086618811634e+40 3.980833698378781e+41 1.2014438891549373e+41 5.364711706350634e+41 1.6191081027318108e+41 -0.5257668708693012 0.19201074709974425 1.3126371468301362e+42 2.903671817036895e+41 -1.4298526237841371 -1.4379848243674138 0.07659810325095635 -1.1898252858802842 -1.353724609910443 0.14392191122193504 5.9070172240034516e+41 2.985169200804091e+42 5.364711706350634e+41 7.0642136694944595e+40 8.955507602412273e+41 1.6191081027318108e+41 4.1123420938394996e+42 9.128069818580408e+41
14217046 59668.45149305555 59668.53324074074 59668.49236689815 46.949549999999995 40.31127277777777 2354.939874274384 0.0342 0.0043 1.0283246277434031e-12 2.5849941289236086e-13 2.930307831930094e-12 7.366184118434145e-13 7.5160328954783e+41 1.8893742679530756e+41 2.1417643285462557e+42 5.3839498398278076e+41 6.848601369685678e+41 4.295613118767614e+41 1.4587520917430493e+42 9.149655942975016e+41 1.2470944540353963e+41 5.0467148388632985e+40 1.2845072876564583e+41 5.198116284029198e+40 4.986027356855682e+41 1.517176309208212e+41 6.719346085821601e+41 2.0446002328411484e+41 -0.49694501003636715 0.1973487239758535 9.5470414735503e+41 1.9442089296462394e+41 -1.3392569497106477 -1.3473891502939244 0.07550957962043321 -1.0720058449354546 -1.2359051689656133 0.14294573903429167 5.9667636383010654e+41 2.6840173506791934e+42 6.719346085821601e+41 4.729979199638195e+40 8.05205205203758e+41 2.0446002328411484e+41 3.95262832309146e+42 8.321037158500543e+41
