obsid mjd exptime isdet rate_upp cnt_src_a cnt_src_s cnt_src_h cnt_bkg_a cnt_bkg_s cnt_bkg_h phase cnt_net_s cnt_net_h cnt_net_a cnt_net_h_unc cnt_net_s_unc cnt_net_a_unc HR HR_unc rate_net_a rate_net_a_unc
4202080119 59542.05143518518 5243.0 True 0.20064848369254243 8740.093592518595 5647.5 3092.5935925185927 958.7489084459671 399.1363582611084 559.6125501848587 217.1428636396676 5248.363641738892 2532.981042333734 7781.344684072628 60.43348527681861 77.76012061629733 98.48270153161195 -0.3489605858179221 0.017072792447163993 1.4841397451979073 0.018783654688463085
4202080120 59543.407175925924 2756.0 True 0.1574746008708273 4672.892586107562 3063.75 1609.1425861075627 375.62745657151487 188.28323230743405 187.34422426408076 218.47463254020047 2875.466767692566 1421.7983618434819 4297.265129536047 42.38498331215483 57.0266010937653 71.05293831136808 -0.33827757004279335 0.02212769069661856 1.5592398873497995 0.025781182261018897
4202080121 59544.32869212963 3600.0 True 0.08416666666666667 5283.032747465817 3501.8500000000004 1781.1827474658176 254.92940682488089 125.37941150665283 129.54999531822804 219.379854744235 3376.4705884933473 1651.6327521475896 5028.103340640936 43.71192906729289 60.226484303059344 74.41748554130741 -0.3430394563302454 0.019877399598179548 1.39669537240026 0.02067152376147428
4202080122 59545.148148148146 4836.0 True 0.13957816377171217 7682.438535617414 5022.85 2659.5885356174144 600.1785525078604 291.04996566772456 309.12858684013594 220.18482136360117 4731.800034332276 2350.4599487772784 7082.259983109554 54.485935088401945 72.89650173820226 91.00888466586807 -0.3362401396212852 0.01717103368737146 1.4644871759945315 0.01881904149418281
4202080123 59546.054398148146 7666.0 True 0.16110096530133056 13724.606096681095 8671.9 4688.1060966810965 1133.8956990034208 478.3838150024414 636.3309407026393 221.07504729680352 8193.516184997558 4051.7751559784574 12590.710397677674 72.96874013838895 95.65711586182411 121.89545436842391 -0.33823131795645633 0.013148226151368216 1.6424093918181155 0.01590078976890476
4202080124 59547.02269675926 4680.0 True 0.10192307692307692 7274.952169888935 4661.599999999999 2613.3521698889344 415.34213501824456 184.9535068511963 230.38862816704818 222.0262247144015 4476.6464931488035 2382.963541721886 6859.6100348706905 53.32673624042618 69.617192609665 87.69432310535944 -0.30521894696399976 0.016686122312557332 1.4657286399296348 0.01873810322764091
4202080125 59548.263194444444 5662.0 True 0.11550688802543271 10200.179976701145 6572.500000000001 3323.6799767011457 580.9264112167075 269.02791938781735 301.03931214139004 223.2447882558387 6303.472080612183 3022.640664559756 9619.253565484438 60.20564166955233 82.71352924031122 103.83210672965204 -0.35178980843341084 0.014828731466206588 1.6989144410958033 0.01833841517655458
4202080126 59549.34653935185 4822.0 True 0.22314392368311903 10015.849927849928 6019.850000000001 3995.999927849928 981.3397999265322 351.3790489196777 629.9607510068545 224.30897775230753 5668.470951080323 3366.0391768430736 9034.510127923395 68.01441522836745 79.8199790085144 104.86748651405955 -0.2548485464774689 0.014565572583530893 1.8736022662636656 0.0217477159921318
4202080127 59550.18425925926 3329.0 True 0.2099729648543106 9214.560919472686 5616.5 3598.060919472684 623.7222195597024 250.62520942687988 373.09701013282233 225.13188532343653 5365.87479057312 3224.963909339862 8590.838699912983 63.017124098180695 76.5971618888512 99.18811994907651 -0.24920859953463492 0.014423114755176849 2.5806063982916743 0.029795169705339894
4202080128 59551.16782407407 2049.0 True 0.127867252318204 4999.419550559165 3088.2499999999995 1911.1695505591645 217.0687649310635 100.60418338775634 116.46458154330712 226.09805901185953 2987.6458166122434 1794.7049690158574 4782.350785628101 45.02925862261638 56.46994052934495 72.22526092365626 -0.24944653812961742 0.01886971622779414 2.33399257473309 0.035249029245317844
4202080129 59552.251851851855 3019.0 True 0.1689301093077178 7386.36315073815 4542.95 2843.413150738151 445.8003008610401 190.091537475586 255.70876338545418 227.1629193043767 4352.858462524414 2587.7043873526973 6940.562849877109 55.66975762587444 68.79710413582526 88.49951102463329 -0.25432434131807774 0.01599396090403685 2.298960864483971 0.029314180531511524
4202080130 59553.47775462963 2121.0 True 0.15181518151815182 5315.542393031875 3394.4 1921.1423930318736 271.89862050623594 131.12740936279297 140.77121114344297 228.36714600160295 3263.272590637207 1780.3711818884306 5043.643772525639 45.408298846965366 59.376151857145416 74.74918737710873 -0.29401390653848736 0.019177898426397676 2.377955574033776 0.0352424268633233
4202080131 59554.44627314815 3157.0 True 0.16819765600253406 8123.190495615494 4960.9 3162.290495615496 465.3809341553909 196.05523529052732 269.3256988648635 229.3185394382585 4764.844764709473 2892.9647967506326 7657.809561460103 58.57999824582073 71.8119435420775 92.67454574893198 -0.24444065276571478 0.015060177624027723 2.4256602982135265 0.029355256809924603
4202080132 59555.02614583333 5056.0 True 0.16139240506329114 11989.054723054724 7505.049999999999 4134.804723054724 733.3774168120013 318.52831382751464 401.9065569029438 229.8881589718403 7186.521686172485 3732.8981661517796 11255.677306242722 67.35511324285386 88.45099385437969 112.79375931259108 -0.31628269328663833 0.013401824586520521 2.2262019988612978 0.02230889226910425
4202080133 59556.910833333335 995.0 True 0.12261306532663317 2595.257880671451 1592.6 1002.6578806714505 92.84936040845346 45.012071418762204 47.837288989691245 231.7395219384432 1547.5879285812377 954.8205916817592 2502.4085202629976 32.41134322519111 40.46741987597878 51.846959805565305 -0.23687872387725895 0.025626671649313044 2.514983437450249 0.052107497292025434
4202080134 59557.22145833333 5427.0 True 0.1527547447945458 13039.966288080683 8039.650000000001 4606.316288080683 746.7509144428901 324.7903526306153 408.6381451252632 232.0446545514081 7714.859647369385 4197.67814295542 12293.215373637793 70.81634298102342 91.45731437468856 117.41685229354248 -0.2952503963740262 0.01257672824319698 2.2651953885457514 0.021635683120239998
4202080135 59557.995983796296 4129.0 True 0.13950108985226448 10648.581251058882 6583.7 4064.8812510588828 507.2098142769386 226.41272048950196 280.79709378743655 232.80548506512383 6357.287279510498 3784.084157271446 10141.371436781943 65.9217592669243 82.52340710664764 105.62097833922871 -0.2537332488292707 0.013057458070955623 2.4561325833814345 0.025580280537473653
4202080136 59559.28696759259 1013.0 True 0.17472852912142153 2457.6280132759234 1474.7999999999997 982.8280132759235 140.3777002584079 63.73078422546387 76.64691603294405 234.07364203594338 1411.069215774536 906.1810972429794 2317.2503130175155 32.54957648432415 39.22410973145807 50.970635796842195 -0.21788242543124006 0.02678875096113164 2.2875126485858988 0.050316521023536225
4202080140 59575.39074074074 1421.0 True 0.10767065446868403 7146.916898364399 4333.7 2813.216898364399 119.43587004133433 58.79473123550415 60.6411388058302 249.8926726333386 4274.905268764495 2752.575759558569 7027.4810283230645 53.60837655786854 66.27589856980819 85.24290450474885 -0.2166252036925374 0.014757587482407063 4.945447592064085 0.05998796939109701
4202080141 59577.20925925926 3401.0 True 0.12231696559835342 16247.682458898173 9123.65 6624.032458898171 358.14234325825527 164.2355758666992 187.36738750874355 251.67903660045172 8959.4144241333 6436.665071389428 15889.540115639917 82.5312052887083 96.37367677881082 128.86358990093527 -0.16385660735757454 0.009591634731920701 4.672020028121116 0.03788991176152169
4202080142 59578.435648148145 2011.0 True 0.1372451516658379 10119.142688148757 6006.45 4112.692688148756 229.4207520209709 95.40221548080446 134.0185365401665 252.8837408135015 5911.047784519195 3978.6741516085895 9889.721936127786 65.16679541521835 78.11435345364387 101.7278891954892 -0.19539210964582548 0.01229607029000308 4.917812996582688 0.0505857231205814
4202080143 59579.84861111111 1172.0 True 0.12286689419795221 5492.31856786403 3085.2 2232.71856786403 111.29652232872436 48.23969421386719 60.856865689625266 254.27172014844047 3036.9603057861327 2171.8617021744044 5381.022045535306 47.89128765812896 55.977135459166426 74.85729817588098 -0.16608334903546632 0.01649189620141707 4.591315738511353 0.06387141482583701
4202080144 59580.49837962963 12.0 True 0.5833333333333334 21.778448689994995 16.529304029304033 5.249144660690968 2.6485708080733836 1.5064707994097173 1.142100008663666 254.909999636178 15.022833229894315 4.107044652027302 19.12987788192161 2.528091111758956 4.24685469832837 4.942369826112609 -0.5706146502996136 0.4057819137166108 1.5941564901601344 0.4118641521760507
4202080145 59581.256585648145 2536.0 True 0.15930599369085174 14329.231532253621 8286.949999999999 5604.881532253623 347.3790864931321 146.02101287841796 195.36243610250705 255.65479926143922 8140.928987121581 5409.519096151116 13981.852445760489 76.15933277252454 91.83120936195067 121.14706194847135 -0.20157339994846693 0.010579086141113888 5.513348756214704 0.047770923481258415
4202080146 59582.15833333333 1903.0 True 0.16605359957961113 11838.43429321796 6791.95 5046.484293217962 266.4481970726432 94.01989240646361 172.4283046661796 256.54060248853915 6697.930107593536 4874.055988551782 11571.986096145318 72.24204176159573 82.98174433215092 110.02219089933905 -0.15761115714175414 0.01100614144020446 6.08091754920931 0.05781512921667843
4202080147 59583.57685185185 3466.0 True 0.17599538372763993 23563.986867299373 13616.85 9947.136867299369 539.9001429214001 232.9803861618042 306.9197567595958 257.9340391472029 13383.869613838197 9640.217110539772 23024.086724377972 101.26231591297409 117.68530233704548 155.25426567479803 -0.16259722038549457 0.00783953691137722 6.642840947598954 0.044793498463588585
4202080148 59584.11226851852 5849.0 True 0.2073858779278509 41610.55364357864 24110.0 17500.55364357864 1112.7223074030223 461.0106086730957 651.7116987299264 258.4599887215307 23648.989391326904 16848.841944848715 40497.83133617562 134.73034306461395 156.75142936724083 206.69609563555298 -0.16791386654830087 0.005960892924123497 6.923889782215015 0.03533870672517575
4202080149 59584.99737268518 16529.44874998927 True 0.147070845299761 110510.5028138528 63391.0 47119.502813852814 2286.04274123262 964.2368469238281 1321.8058943087922 259.329442716289 62426.76315307617 45797.696919544025 108224.46007262018 220.0938634041431 253.6833397109945 335.85196970553176 -0.1536534922176909 0.003580122252021287 6.54737261414664 0.020318401102501965
4202080150 59586.029328703706 7236.0 True 0.17164179104477612 48248.26124708625 28468.0 19780.261247086244 1139.2740305069326 508.06196784973145 631.212062657201 260.3431519682767 27959.93803215027 19149.049184429045 47108.98721657932 142.86872754295618 170.2235646667339 222.23306522116187 -0.1870320159339015 0.005599733278150507 6.51036307581251 0.030712142788994177
4202080151 59587.01782407407 1925.0 True 0.20103896103896104 10487.076196881033 5993.900000000001 4493.176196881034 331.853497496773 141.67053852081298 190.18295897596 261.31416903150443 5852.229461479187 4302.993237905074 10155.22269938426 68.43507255681837 78.32988279399385 104.01408411545913 -0.15255561295253992 0.01180496184299915 5.275440363316498 0.054033290449589155
4202080152 59588.091875 4896.0 True 0.1687091503267974 35833.5308996559 21061.0 14772.5308996559 743.6315360718766 336.74335289001465 406.88818318186196 262.36922888015545 20724.256647109985 14365.642716474038 35089.89936358402 123.20478514586095 146.27967511889688 191.25156845298756 -0.18120923815572007 0.006437981401077637 7.167054608575168 0.03906282035395987
4202080153 59588.99491898148 21922.0 True 0.16472037222881125 154763.6902958153 88387.25 66376.44029581526 3434.802699264097 1477.8099098205566 1956.9927894435407 263.2563054827895 86909.44009017944 64419.447506371725 151328.88759655118 261.40664315441336 299.7750154863153 397.7417415799848 -0.14861665172459956 0.0030189397062291294 6.903060286312891 0.01814349701578254
4202080154 59590.02847222222 26925.0 True 0.15264623955431755 183673.27738095238 105889.75 77783.5273809524 3921.4478416093325 1709.5506057739258 2211.897235835407 264.27158371534426 104180.19939422607 75571.63014511699 179751.82953934305 282.8346241477302 328.02332326493786 433.1220673465642 -0.1591559280504981 0.0027930509148134694 6.676019667199371 0.016086242055582702
4202080155 59590.996041666665 8985.0 True 0.10996104618809126 62581.5820984571 36257.5 26324.082098457096 897.7493447050136 422.62150478363037 475.12783992138327 265.2220448591998 35834.87849521637 25848.954258535712 61683.83275375208 163.70464238493201 191.52055112907237 251.9510496964879 -0.16188884170906578 0.004745799672790743 6.865201196856103 0.028041296571673667
4202080156 59592.089583333334 5326.0 True 0.1259857303792715 35075.79367283044 20754.25 14321.543672830438 596.0277211211503 275.966609954834 320.06111116631644 266.2962508185995 20478.283390045166 14001.482561664121 34479.76595170929 121.00249908161713 145.01798719453677 188.8698530574734 -0.18784352647440078 0.006506651832112259 6.473857670242075 0.03546185750234198
4202080157 59592.993055555555 4630.0 True 0.12419006479481641 30606.852697302693 18134.0 12472.852697302698 506.8736716578599 234.1801242828369 272.693547375023 267.1837480899359 17899.819875717163 12200.159149927675 30099.979025644832 112.89617462375651 135.5292592921648 176.3908341410079 -0.18935763114430884 0.00696983158927711 6.501075383508603 0.038097372384666935
4202080158 59594.15416666667 1598.0 True 0.2521902377972466 9429.969588744587 5192.049999999999 4237.919588744589 346.69908433971716 105.35773086547853 241.34135347423867 268.32432874918186 5086.692269134521 3996.578235270351 9083.270504404869 66.92728100123915 72.78329293777163 98.87703814882556 -0.12001338431301 0.012192040969627444 5.684149251817815 0.061875493209527885
4202080159 59595.385416666664 840.0 True 0.19166666666666668 4278.193977782314 2412.35 1730.8439777823135 126.80226388333203 52.73399581909179 71.68397107479933 269.53380812049534 2359.616004180908 1659.1600067075142 4151.391713898982 42.45618858137307 49.649612242384045 66.37014571074592 -0.17429585415449556 0.019088692740834592 4.942132992736883 0.07901207822707847
4202080160 59596.35585648148 790.0 True 0.16582278481012658 4738.876623798474 2532.3 2043.1766237984727 100.93925582133213 43.42063565254212 55.55654512606542 270.4870888816121 2488.8793643474582 1987.6200786724073 4637.937367977142 45.81193260412115 50.75155796281078 69.56878523892598 -0.11197572836888353 0.016983305000742497 5.870806794907774 0.08806175346699492
4202080161 59598.41599537037 1394.0 True 0.19296987087517933 2502.1388409749866 1494.0 1008.1388409749866 223.43146853979516 81.35437049865723 142.07709804113793 272.5108009532133 1412.6456295013427 866.0617429338487 2278.7073724351912 33.91483361327495 39.69073406348964 52.20699483320968 -0.2398657647661775 0.028406308926734455 1.634653782234714 0.03745121580574582
4202080162 59599.642488425925 864.0 True 0.08217592592592593 364.0259031157308 250.7666666666667 113.25923644906415 49.08783370490897 27.556055482228597 21.53177822268038 273.71560749108545 223.2106111844381 91.72745822638376 314.9380694108218 11.609953258809638 16.683006987617528 20.32519955180366 -0.417488915214441 0.09148066830441182 0.3645116544106734 0.023524536518291273
4202080164 59601.57840277778 871.0 True 0.06888633754305395 331.7774787730015 284.99999999999994 46.777478773001455 40.59669457884445 25.554316806793214 15.042377772051232 275.61729153023305 259.4456831932067 31.735101000950223 291.18078419415707 7.8625604318855755 17.622551370525017 19.296999076329097 -0.782024757651662 0.11809752555467477 0.33430629643416426 0.022154993199000113
4202080165 59602.546064814815 2625.0 True 0.09104761904761904 1653.9295852738885 1303.6333333333334 350.29625194055507 196.53160886991427 102.77123222351075 93.76037664640357 276.5678436294839 1200.8621011098228 256.5358752941515 1457.3979764039743 21.072651199765033 37.50206081746501 43.016987274143254 -0.6479535728090751 0.04864148229766513 0.555199229106276 0.016387423723483143
4202080166 59604.812951388885 217.0 True 0.19815668202764977 120.02851023981435 92.17619047619047 27.852319763623864 26.930345207658046 17.426555622191657 9.503789585466391 278.7946477297498 74.74963485399881 18.348530178157475 93.0981650321563 6.111964442721362 10.469133015602683 12.122658761487614 -0.6058240208747432 0.20910032576195872 0.4290238019915037 0.05586478691929776
4202080167 59605.0703125 2358.0 True 0.16072943172179813 1730.887097691069 1244.2 486.6870976910691 324.48863387243966 148.10539779663085 176.38323607580887 279.0474582514735 1096.0946022033693 310.3038616152602 1406.3984638186294 25.750152111528934 37.31360874797063 45.3362518473187 -0.5587255395988867 0.050246623159861566 0.5964370075566706 0.019226569909804366
4202080168 59606.036087962966 2638.0 True 0.1068991660348749 2413.3309223052024 1871.4 541.9309223052026 235.10538607642127 123.36950073242188 111.73588534399941 279.9961571345443 1748.0304992675783 430.19503696120313 2178.225536228781 25.566908449188805 44.66284250618653 51.46296054816147 -0.6050041377202738 0.037919978094710476 0.8257109690025706 0.019508324696043012
4202080174 59613.394166666665 24.0 True 0.041666666666666664 3.7535350678733033 3.5972850678733033 0.15625 0.17626672380268124 0.1598219624966338 0.01644476130604744 287.2241322855256 3.4374631053766693 0.13980523869395256 3.577268344070622 0.41556559206224886 1.9383258318378613 1.9823727680928187 -0.9218368736996306 1.0650017601988353 0.14905284766960925 0.08259886533720077
4202080175 59614.03706018518 324.0 True 0.16666666666666666 222.46739994931642 181.1 41.36739994931639 35.98327496440137 21.959317302703855 14.023957661697512 287.85565833515005 159.14068269729614 27.34344228761888 186.48412498491504 7.4425370412927006 14.24988832597308 16.076401180417143 -0.7067477750201984 0.14713510840254407 0.5755682869904786 0.04961852216178131
4202080176 59616.10141203704 178.0 True 0.10112359550561797 41.16124921904012 31.814285714285713 9.346963504754413 8.929183941909455 6.6468534927863585 2.2823304491230973 289.8835088772478 25.167432221499354 7.064633055631315 32.232065277130665 3.4101750620573 6.201704540452735 7.077459513197485 -0.5616394422827244 0.34290200866558246 0.18107901841084645 0.03976100850110947
4202080177 59617.14466435185 1853.0 True 0.08202914193200216 1102.599953375624 823.5500000000001 279.049953375624 118.7679740170623 65.16238629023235 53.605587726829945 290.90831468747564 758.3876137097677 225.44436564879405 983.8319793585616 18.23884703325443 29.81127951447627 34.94807473084442 -0.5417014889152534 0.05476493951984842 0.5309400860003031 0.01886026698912273
4202080178 59618.04722222222 1513.0 True 0.08526107072042301 723.4061265776111 512.7666666666667 210.63945991094445 98.33775610295078 53.22099046707153 45.11676563587924 291.7949137742862 459.5456761995951 165.52269427506522 625.0683704746602 15.992380233937151 23.79049510064341 28.66607546701435 -0.47038531433170516 0.06743290554633975 0.4131317716289889 0.018946513857907698
4202080179 59619.26934027778 3122.0 True 0.08392056374119154 2040.9762613156909 1654.85 386.1262613156906 217.47487385740024 121.42305393218996 96.05181992521034 292.9954226697254 1533.42694606781 290.0744413904803 1823.5013874582905 21.95855371468943 42.14585452843719 47.523164195717136 -0.6818489490761463 0.04383149050999458 0.5840811619020789 0.015222025687289281
4202080180 59620.41875 2341.0 True 0.09910294745835113 1563.6240927757228 1202.1000000000001 361.52409277572275 189.75770781021777 103.7473326365153 86.01037517370243 294.12450884086155 1098.352667363485 275.51371760202034 1373.866384965505 21.155010469140052 36.13650969084473 41.87340206606027 -0.5989221068118094 0.048732765415556836 0.5868715869139278 0.017886972262306823
4202080181 59621.127546296295 1954.0 True 0.18526100307062435 2039.7585535910075 1369.6000000000001 670.1585535910074 308.53954150754385 123.28317871093749 185.25636279660634 294.820772393217 1246.3168212890625 484.902190794401 1731.2190120834637 29.247477094402754 38.63784645539833 48.459241586085014 -0.43981415706515653 0.0403024121092092 0.8859872119157951 0.024800021282540947
4202080182 59622.03194444445 2209.0 True 0.16296966953372566 1658.213419663412 1220.0 438.2134196634119 306.82835845847234 131.88835067749022 174.94000778098209 295.70917921851344 1088.1116493225097 263.27341188242985 1351.3850612049396 24.76193505048412 36.76803435971918 44.32879175120708 -0.6103650699709725 0.05282398028472473 0.6117632689927296 0.02006735706256545
4202080183 59623.45995370371 1434.0 True 0.09414225941422594 825.3648545476392 654.0666666666666 171.29818788097248 103.30170965979309 56.472185325622554 46.82952433417054 297.11193880521273 597.594481341044 124.46866354680193 722.0631448878461 14.769147308329721 26.655934648634798 30.47403098061417 -0.655241610299512 0.06985799575811874 0.5035307844406179 0.021251067629438056
4202080184 59624.61289351852 2678.0 True 0.12920089619118746 1648.0032853659513 1275.0666666666666 372.93661869928474 293.5794867375571 147.57364501953123 146.00584171802583 298.2444926508044 1127.4930216471353 226.9307769812589 1354.4237986283943 22.780308611107767 37.71790439149818 44.063394922582944 -0.6649043272702849 0.05416424087875584 0.5057594468365924 0.016453844257872646
4202080185 59625.13888888889 3787.0 True 0.09532611565883285 1741.9908179590186 1384.2833333333333 357.70748462568525 307.1825970424013 155.3324162801107 151.85018076229073 298.76118751364487 1228.9509170532226 205.85730386339452 1434.8082209166173 22.573384003909915 39.237937632009206 45.26779666607841 -0.713052516897507 0.054046326110182466 0.3788772698485918 0.011953471525238556
4202080186 59626.16643518519 8565.0 True 0.10612959719789843 5219.4603590853585 3984.1499999999996 1235.3103590853589 822.168729162555 388.7141967773437 433.4545323852112 299.7705650149183 3595.435803222656 801.8558267001476 4397.291629922804 40.850518864153614 66.12763565089367 77.72791704560153 -0.6352955891105069 0.02890600182859625 0.5134024086308002 0.009075063286118101
4202080187 59627.19861111111 1982.0 True 0.07366296670030273 991.7213895282903 825.1333333333332 166.5880561949569 113.05253746863289 67.95763200124105 45.094905467391854 300.7844902859636 757.1757013320921 121.49315072756504 878.6688520596574 14.549328563969842 29.88462757563785 33.2381396440433 -0.7234608909994312 0.06519479281848611 0.4433243451360532 0.016769999820405296
4202080188 59628.102314814816 4110.0 True 0.08248175182481751 2998.477517943331 2354.2499999999995 644.2275179433313 287.88520331851134 157.20452136993407 130.68068194857733 301.6722149457918 2197.0454786300656 513.546835994754 2710.5923146248197 27.837172986708055 50.11441430736204 57.3268063061413 -0.6210814638380354 0.0342845445928972 0.6595115120741654 0.013948128055022215
4202080189 59629.005324074074 3551.0 True 0.0957476767107857 1810.7507455137034 1388.8500000000001 421.9007455137031 288.4260193911841 148.940775680542 139.48524371064218 302.5592574401517 1239.9092243194582 282.4155018030609 1522.3247261225192 23.693585402474344 39.21467551415595 45.816773837808434 -0.6289681209837595 0.04902637571828154 0.4287031050753363 0.012902498968687252
4202080190 59630.42453703703 1438.0 True 0.10500695410292073 397.4914448034267 288.5 108.99144480342666 117.70655282836178 67.8390729268392 49.86747990152258 303.9533762642766 220.6609270731608 59.12396490190408 279.7848919750649 12.603924972204064 18.876945540177818 22.697973425656055 -0.5773612757677183 0.12796582427054515 0.19456529344580314 0.015784404329385295
4202080191 59631.069444444445 2703.0 True 0.15723270440251572 1697.291067947074 1342.633333333333 354.6577346137409 366.6932453150012 205.4471740722656 161.24607124273564 304.5868805937576 1137.1861592610674 193.41166337100526 1330.5978226320728 22.71351592898987 39.34565423786468 45.43109412354137 -0.7092860666367015 0.05836078705120677 0.49226704499891705 0.016807655983552116
4202080192 59632.1662037037 1918.0 True 0.16006256517205422 1360.348327357571 1041.2333333333333 319.1149940242376 258.7284365385852 152.28358860015868 106.44484793842649 305.66424725314556 888.9497447331746 212.6701460858111 1101.6198908189858 20.62910182152059 34.54731425065474 40.23775296778084 -0.613895595280684 0.05894912829725259 0.5743586500620365 0.020979016145871138
4202080193 59634.16643518519 1080.0 True 0.13425925925925927 529.7138575451891 435.90000000000003 93.81385754518902 112.51061451579719 91.12371282577514 21.38690169002203 307.62911118387706 344.7762871742249 72.426955855167 417.20324302939184 10.733161660722857 22.956997034145715 25.342148134303578 -0.6527977331659212 0.10039577996995847 0.38629929910128874 0.023464951976207016
