mjd uJy duJy filter instrument A_mw uJy.0 duJy.0
59568.263931170615 95.51202328965591 8.843723188729754 UVM2.uvot UVOT 1.05952 253.43468094547703 23.466220141821438
59568.26899673639 114.90875350038804 10.576145964113454 UVW1.uvot UVOT 0.7638400000000001 232.21438182282657 21.372899124837293
59573.70311025956 122.65528997040514 8.223464482213515 UVW2.uvot UVOT 0.96096 297.21469866737544 19.926857770852667
59573.70591395068 87.26545691410881 8.304977104731575 UVM2.uvot UVOT 1.05952 231.5529759380947 22.036693918775853
59573.70851421955 120.63832298058306 10.759762855382899 UVW1.uvot UVOT 0.7638400000000001 243.79303353059157 21.7439629611378
59578.54500687363 121.05095478836779 8.33912961678271 UVW2.uvot UVOT 0.96096 293.32712074223457 20.20713413011609
59578.55028607474 101.8014679258653 8.749435452624322 UVM2.uvot UVOT 1.05952 270.12329605174494 23.21603402394931
59578.55564968278 122.6409942787124 10.584819783773415 UVW1.uvot UVOT 0.7638400000000001 247.84014972777365 21.390427690843136
59583.46338753219 113.56298658021487 7.842124975547797 UVW2.uvot UVOT 0.96096 275.1824959555332 19.00280707078939
59583.46887685754 112.56061942981286 8.85916412008113 UVM2.uvot UVOT 1.05952 298.6719754193436 23.507191606729783
59583.47437333381 117.56630129288307 10.366868935848888 UVW1.uvot UVOT 0.7638400000000001 237.58491103839904 20.94997977128247
59588.163854497856 112.79617762432711 8.363123611046507 UVW2.uvot UVOT 0.96096 273.32438699981986 20.265275672781407
59588.16910369024 98.00552946097541 8.94889518312471 UVM2.uvot UVOT 1.05952 260.0510305860607 23.745286901438202
59588.1744268821 120.31418710866207 10.656250482389888 UVW1.uvot UVOT 0.7638400000000001 243.1380006559683 21.534779056749656
59593.67922028727 108.54578846369546 7.637309587355418 UVW2.uvot UVOT 0.96096 263.0249687366449 18.50650443354702
59593.68470763212 99.21284431706415 8.478123897198738 UVM2.uvot UVOT 1.05952 263.25455873691624 22.496127198422446
59593.69027434013 110.00530673176549 9.985358541373923 UVW1.uvot UVOT 0.7638400000000001 222.30520758247613 20.179001079814135
59622.17509259982 59.70531068737777 19.32053338436457 r.ztf ZTF 0.32032 80.19383130155705 25.95058257036066
59622.2176967999 98.78613642013582 26.768395446779707 g.ztf ZTF 0.45584 150.32527266940997 40.73412009298439
59623.138402800076 76.30566341270514 16.728611681613568 r.ztf ZTF 0.32032 102.4907739131074 22.469215010519772
59623.16046300018 101.39997492533608 17.01673999249337 g.ztf ZTF 0.45584 154.30281446066826 25.894788196156302
59624.181481500156 62.601504756200974 15.55642513413239 r.ztf ZTF 0.32032 84.08388556805096 20.89478002039195
59624.20225689979 95.89070999026902 19.206521194017135 g.ztf ZTF 0.45584 145.91923166672504 29.22703164786306
59625.139606500044 58.87797371393541 15.598076791336156 r.ztf ZTF 0.32032 79.08258473213247 20.950724892510927
59625.179560199846 91.4212710001179 21.30218237549141 g.ztf ZTF 0.45584 139.11797736909458 32.41605036996387
59627.14143519988 65.01470528656127 20.405089973614427 r.ztf ZTF 0.32032 87.3252018596929 27.407316437984303
59627.197743100114 97.03676165955589 25.46698633405177 g.ztf ZTF 0.45584 147.66320643810468 38.75373411156235
59628.16168980021 86.8250498084883 18.135475842929743 g.ztf ZTF 0.45584 132.12379550391734 27.597195819900687
59629.15950229997 57.396450226514965 16.393954787959863 r.ztf ZTF 0.32032 77.09266049839748 22.01971699828948
59629.17505790014 79.16516128480993 20.336534400117436 g.ztf ZTF 0.45584 120.46755635268632 30.946600298717158
59630.14099540003 79.7020596185022 9.62101933698638 g.ztf ZTF 0.45584 121.28456763921733 14.640539731598858
59630.15718750004 88.4716257414029 34.74164710326482 r.ztf ZTF 0.32032 118.83161728828382 46.66361760556831
59633.25586518111 88.62770605959564 6.915600297614579 UVM2.uvot UVOT 1.05952 235.16761172596512 18.350076719212495
59633.25972076425 89.22082762684713 10.002991672300123 UVW1.uvot UVOT 0.7638400000000001 180.30270716511868 20.21463515009073
59633.2620637955 108.70214509468556 21.796589089906025 U.uvot UVOT 0.616 191.70706329291423 38.44045653918331
59633.265596368125 100.33656085844629 5.91389636967862 UVW2.uvot UVOT 0.96096 243.13260934819337 14.330380107439495
59638.14550929982 89.58579297923812 23.058259389434223 g.ztf ZTF 0.45584 136.32488570698135 35.08831558364449
59640.15710650012 110.19607077928312 10.92669532434022 g.ztf ZTF 0.45584 167.68804801254277 16.62741872018596
59640.657422838856 94.06586027276215 7.4361423406818075 UVM2.uvot UVOT 1.05952 249.59738538667472 19.731299753336383
59640.66006685167 100.45399897994494 10.717078570929873 UVW1.uvot UVOT 0.7638400000000001 203.00336192124814 21.657704043293254
59640.6617305839 50.68302371187286 22.004659525794683 U.uvot UVOT 0.616 89.38456206310241 38.80740948374154
59640.663798623136 101.39743601150442 6.106059792735425 UVW2.uvot UVOT 0.96096 245.70329088191244 14.796024874106308
59647.78251604502 71.7052193747618 6.418078473525222 UVM2.uvot UVOT 1.05952 190.2649401453556 17.029936276065236
59647.78516126505 73.69593582272762 9.435942038609529 UVW1.uvot UVOT 0.7638400000000001 148.92909076654115 19.06870782828859
59647.78688911309 75.54738105470815 21.369255197776596 U.uvot UVOT 0.616 133.23533357003566 37.68681064347164
59647.78833711996 87.66583717395275 5.4046408360756955 UVW2.uvot UVOT 0.96096 212.42928360746922 13.096367045295928
59654.39045186979 59.831600069214765 5.756736377628258 UVM2.uvot UVOT 1.05952 158.75909599374012 15.275109843782836
59654.3921207338 59.46793580368215 9.141424159950773 UVW1.uvot UVOT 0.7638400000000001 120.17630972635128 18.47352874014121
59654.39303026176 43.670223444269894 21.360901534454776 U.uvot UVOT 0.616 77.01679007855805 37.672078125895574
59654.39574340411 70.08968013571777 4.788293869311634 UVW2.uvot UVOT 0.96096 169.83925574067337 11.602853165498882
59661.44715140346 49.684652179292996 5.363023436452619 UVM2.uvot UVOT 1.05952 131.8348574268956 14.230419236314994
59661.45070466605 69.83576873896965 11.222965531283503 UVW1.uvot UVOT 0.7638400000000001 141.12823760451764 22.680030229873548
59661.45297171714 20.900758808739717 22.62156793230224 U.uvot UVOT 0.616 36.86057058328367 39.895388923606866
59661.45524470816 65.72697151646342 4.8427717422130225 UVW2.uvot UVOT 0.96096 159.2676682619914 11.734862348163018
59668.488366542304 57.28617178684053 6.8585049652067465 UVM2.uvot UVOT 1.05952 152.00497455023623 18.198578124021264
59668.4919251706 54.80672342049879 11.003563201922365 UVW1.uvot UVOT 0.7638400000000001 110.75665700944862 22.23664907107512
59668.494116941045 48.871464482136595 26.276394640547984 U.uvot UVOT 0.616 86.18969686875498 46.34103996822967
59668.497315465764 64.31866971595399 5.363143473813633 UVW2.uvot UVOT 0.96096 155.85511267329946 12.995811855029077
59671.146909699775 36.35828440912697 21.735117817750478 r.ztf ZTF 0.32032 48.835021420229666 29.19375766626132
59672.14288190007 53.82894403611498 7.2609174156045775 r.ztf ZTF 0.32032 72.30092612323948 9.75257945428681
59676.136782399844 74.019641249259 17.418520674419383 r.ztf ZTF 0.32032 99.42027861517778 23.395873707133727
59677.13737270003 79.2855547736315 20.26642437956396 r.ztf ZTF 0.32032 106.49324709922577 27.221066251382993
59678.137337999884 54.252472358981755 15.707813338902572 r.ztf ZTF 0.32032 72.86979275309841 21.09811871865204
59679.13795140013 71.19940331451902 17.453510729923526 r.ztf ZTF 0.32032 95.63224564851234 23.44287097715923
