mjd uJy duJy filter instrument A_mw uJy.0 duJy.0
59418.08289364995 184.1530895946819 12.003054538075753 UVW2.uvot UVOT 0.96096 446.2343617283512 29.085449461519666
59418.30537256803 154.3765204898178 10.790634802747105 UVM2.uvot UVOT 1.05952 409.6276350167853 28.632218167338802
59424.40815970022 118.06623188041266 18.524999984174706 r.ztf ZTF 0.32032 158.58193136963254 24.882053312994827
59424.45111110015 160.00856254280478 15.776642036403018 g.ztf ZTF 0.45584 243.4889313960923 24.00770089684917
59425.107752578355 162.43586697912707 32.17381577687114 U.uvot UVOT 0.616 286.47183553629196 56.74172972519149
59425.110423719234 162.77785941503876 10.499637868146214 UVW2.uvot UVOT 0.96096 394.438531329831 25.442414312913908
59425.37201577662 133.3084628091668 9.037974923251983 UVM2.uvot UVOT 1.05952 353.72497174428656 23.981653954928383
59425.37446517198 163.30612075908888 13.63828938782969 UVW1.uvot UVOT 0.7638400000000001 330.01863413153836 27.561059038944254
59427.449780100025 127.10173024892596 16.31585045849908 r.ztf ZTF 0.32032 170.7180583497612 21.914810326695466
59429.44906250015 151.0161288568378 9.53975760001539 g.ztf ZTF 0.45584 229.80492577757687 14.51688176489996
59429.468645799905 122.59319843487714 11.178585259147857 r.ztf ZTF 0.32032 164.66237526979742 15.0146372264284
59434.45079859998 145.8010437820746 8.646062780963991 g.ztf ZTF 0.45584 221.86900365057124 13.156924566191693
59434.464577741426 117.93815054710255 8.394187661102864 UVM2.uvot UVOT 1.05952 312.94088980357367 22.27340808430411
59434.467260959216 136.79083378325274 12.041543641422438 UVW1.uvot UVOT 0.7638400000000001 276.43497939345224 24.33426112203068
59434.468344899826 98.22636750853867 9.59879457786417 r.ztf ZTF 0.32032 131.93380378824148 12.892724352546997
59434.46882837155 143.6767243025548 24.21530186652953 U.uvot UVOT 0.616 253.38821837964883 42.70609750654092
59434.47221275388 147.03779722274575 7.838545252991686 UVW2.uvot UVOT 0.96096 356.29767460349746 18.994132792157917
59436.454988399986 131.0637449489336 8.961204696923911 g.ztf ZTF 0.45584 199.44289665028845 13.636483704376381
59436.46774310013 111.14099720813788 9.96888651790926 r.ztf ZTF 0.32032 149.28022780862074 13.389817329107226
59438.45276620006 131.24451871525528 10.003023070260685 g.ztf ZTF 0.45584 199.71798449862996 15.221844127602013
59438.472442099825 113.12723894505906 10.64269399480141 r.ztf ZTF 0.32032 151.9480697968954 14.294849101147571
59439.452453699894 136.74299552741033 10.00886863617134 g.ztf ZTF 0.45584 208.08515074287186 15.230739467791135
59439.470046299975 108.01722930627268 11.840318991667273 r.ztf ZTF 0.32032 145.08450529644637 15.903452018634658
59440.45440969989 142.63980838578897 10.020915214279979 g.ztf ZTF 0.45584 217.0584746619918 15.249071039452295
59440.469745399896 90.25125811104623 11.844191401798744 r.ztf ZTF 0.32032 121.2219496789356 15.908653288023233
59442.396121414684 142.00321697737022 9.829742416212286 UVM2.uvot UVOT 1.05952 376.7959126857778 26.08255533938399
59442.39865789521 172.67684276366512 13.67647233177972 UVW1.uvot UVOT 0.7638400000000001 348.95554147096817 27.638221382590267
59442.40026413853 137.59395546815168 25.098424822925566 U.uvot UVOT 0.616 242.66064949020938 44.26357282912789
59442.40221492294 158.75476655174626 8.389839213896442 UVW2.uvot UVOT 0.96096 384.68989078311785 20.330012137492194
59442.44593749987 116.36126951654441 10.521577604034542 r.ztf ZTF 0.32032 156.29189280171568 14.13217031600786
59442.4718865999 133.2300880940549 8.73932677809229 g.ztf ZTF 0.45584 202.7394738400356 13.298846664844524
59443.44976849994 141.90916882089434 11.600494082020013 g.ztf ZTF 0.45584 215.94664261960153 17.65275472018645
59443.47158560017 90.96529988875595 12.31114880221894 r.ztf ZTF 0.32032 122.18102258559452 16.53585215129332
59444.457939799875 140.31346675163255 11.862338169949334 g.ztf ZTF 0.45584 213.51842386995088 18.051209253800792
59444.47405089997 108.12635821705584 11.511814920769915 r.ztf ZTF 0.32032 145.2310829686955 15.462218236578703
59446.40366900014 91.81073807122816 19.855734716591957 r.ztf ZTF 0.32032 123.31658198894597 26.669444005882596
59446.46170140011 132.90501781710853 10.50090122115703 g.ztf ZTF 0.45584 202.24480647283684 15.979477450473613
59448.30214478319 129.69317459103797 8.656814785129374 UVM2.uvot UVOT 1.05952 344.13204946570835 22.97027135965779
59448.305276971594 125.58633891534139 11.397442805466413 UVW1.uvot UVOT 0.7638400000000001 253.79227576878645 23.032624189274383
59448.30723614493 173.23427288902266 23.875358510996996 U.uvot UVOT 0.616 305.5159002456658 42.106573529177695
59448.309835577486 149.57640790619047 7.710258395209344 UVW2.uvot UVOT 0.96096 362.449161502235 18.68327184365775
59449.41408560006 137.91092693953783 33.513464687974064 r.ztf ZTF 0.32032 185.2365473406498 45.01397116230497
59449.4547569002 148.18981062542554 27.167805317449446 g.ztf ZTF 0.45584 225.5040484056689 41.34191183270713
59451.47059029993 107.13106890435262 13.919714862726028 r.ztf ZTF 0.32032 143.89424940531134 18.696414985798206
59453.44410880003 184.26694216983145 15.494274715138898 g.ztf ZTF 0.45584 280.40349920995754 23.57801565861459
59453.47568289982 134.70135576330367 14.924013023122189 r.ztf ZTF 0.32032 180.92557723608127 20.045348880020455
59456.4379166998 90.44667302817261 13.983976590946526 r.ztf ZTF 0.32032 121.48442333023098 18.782728818399207
59456.89059236252 126.02628675943885 9.308456772513084 UVM2.uvot UVOT 1.05952 334.4022111096945 24.699359211377008
59456.89522210157 142.13993351351965 12.766965030694788 UVW1.uvot UVOT 0.7638400000000001 287.24475540558507 25.80023542198134
59456.89801123336 111.88960801762343 24.2885787503884 U.uvot UVOT 0.616 197.32847173687088 42.83532859208761
59456.90263158643 147.40415447838905 8.104621373186793 UVW2.uvot UVOT 0.96096 357.1854207526191 19.638880637158767
59459.42560190009 143.23487530709946 9.283382783520558 g.ztf ZTF 0.45584 217.96400250673005 14.126749954994498
59459.470046299975 114.77037812669096 9.57299126444439 r.ztf ZTF 0.32032 154.1550698915222 12.85806635412803
59461.42629629979 158.1935570839645 9.207344496042246 g.ztf ZTF 0.45584 240.72699333085362 14.01104063876131
59461.47685190011 138.76529166373354 10.169821701122556 r.ztf ZTF 0.32032 186.38409652468974 13.659705585271364
59462.60926875458 124.08229712172981 8.896637222035142 UVM2.uvot UVOT 1.05952 329.2439663502888 23.60662394321114
59462.61175268787 151.2761094750637 12.518610229553655 UVW1.uvot UVOT 0.7638400000000001 305.7076782770559 25.29834540174433
59462.613177898114 144.49757095364998 23.915983469028554 U.uvot UVOT 0.616 254.83586323300673 42.17821969028927
59462.616612215395 154.58304100185129 8.30521265928611 UVW2.uvot UVOT 0.96096 374.58108787266696 20.124947554188555
59463.406655100174 102.87745898488416 9.814125908050489 r.ztf ZTF 0.32032 138.18096741452527 13.181948948618853
59463.430208299775 155.26017704131746 8.719488010685422 g.ztf ZTF 0.45584 236.2631973901103 13.268657528717378
59465.42633099994 132.4288943051989 9.638835298735609 g.ztf ZTF 0.45584 201.52027771459356 14.66765071503109
59465.47562499996 101.2054869774029 10.780197641560143 r.ztf ZTF 0.32032 135.9352401992204 14.479538605725427
59467.410451400094 112.19587630761103 9.947686261065398 r.ztf ZTF 0.32032 150.6971000361121 13.361341975720515
59467.45026620012 145.64664580804003 8.14142334341832 g.ztf ZTF 0.45584 221.63405248852115 12.389002428553278
59469.41084490018 127.99230655759492 10.167090395323875 r.ztf ZTF 0.32032 171.914245513622 13.656037002461382
59469.426064800005 140.6354449475887 8.255879401420772 g.ztf ZTF 0.45584 214.00838594210705 12.5631730030022
59470.34593211747 156.4546304228413 12.671006561758066 UVM2.uvot UVOT 1.05952 415.14175889047016 33.62165719700534
59470.34752863016 139.1134484847078 16.02870669545745 UVW1.uvot UVOT 0.7638400000000001 281.1286560776152 32.39175522596269
59470.84421778866 87.15809387966894 44.9479152131051 U.uvot UVOT 0.616 153.71198245743125 79.27012681431029
59470.84515954523 135.95214916456115 15.084453849321651 UVW2.uvot UVOT 0.96096 329.43525759774985 36.552205832050326
59471.3915856001 130.1432505270734 11.644001945335141 g.ztf ZTF 0.45584 198.04215784248345 17.718961696723056
59471.45456020022 105.46103699667881 11.451819432531941 r.ztf ZTF 0.32032 141.65112805596507 15.381634650173755
59472.24261078779 149.31497250552013 10.72030022091497 UVM2.uvot UVOT 1.05952 396.19716046176006 28.445590121024644
59472.243874128784 164.33924822000338 14.189173087272772 UVW1.uvot UVOT 0.7638400000000001 332.1064389973325 28.674317287995013
59472.24460295478 149.54494194414607 29.64131239369957 U.uvot UVOT 0.616 263.737404863993 52.27540768578468
59472.246291367606 146.2034056731147 8.648377175219396 UVW2.uvot UVOT 0.96096 354.2758014902054 20.956493737162457
59474.43731479999 147.5525223128124 9.401625157668692 g.ztf ZTF 0.45584 224.5342712402258 14.306682259050813
59477.01421072933 144.30209585662877 9.902977725524305 UVM2.uvot UVOT 1.05952 382.8958319967771 26.276880269483605
59477.0165462704 151.0655056526821 12.734290940048204 UVW1.uvot UVOT 0.7638400000000001 305.28207765974787 25.734205693784055
59477.01793610995 158.89886827453765 24.941890483970614 U.uvot UVOT 0.616 280.2339859157804 43.98750892625447
59477.020584790036 152.27224261188093 8.508682677092121 UVW2.uvot UVOT 0.96096 368.9816290370814 20.617990129397917
59477.28847219981 93.41733576862346 18.2646918667539 r.ztf ZTF 0.32032 125.47450099533054 24.532417660579014
59477.37045140006 151.59416127077262 18.736157668981072 g.ztf ZTF 0.45584 230.6845317970587 28.51126800210134
59479.224097200204 153.96218713520756 39.99255321007887 g.ztf ZTF 0.45584 234.28801449877554 60.85764342966625
59479.41469909996 92.59360983834804 18.244970194407088 r.ztf ZTF 0.32032 124.36810463744023 24.50592828388946
59481.69145114565 140.24619853907282 9.14243677212766 UVM2.uvot UVOT 1.05952 372.13378333296527 24.258836391536327
59481.69338100791 132.2302019466273 11.48347470912128 UVW1.uvot UVOT 0.7638400000000001 267.21858577327515 23.20648253092099
59481.69440203241 120.32983419247869 23.08863119735539 U.uvot UVOT 0.616 212.2136515288619 40.7191015268618
59481.697882543645 143.59916028133506 7.58010604474634 UVW2.uvot UVOT 0.96096 347.96527049263943 18.367890488046864
59484.34725689981 94.56370141253319 15.372716774785905 r.ztf ZTF 0.32032 127.01425436063768 20.648030158302507
59484.41471059993 149.81146863397893 16.825571789303325 g.ztf ZTF 0.45584 227.97176494106964 25.603882879766104
59486.30250000022 101.58433785029965 17.62461645552695 r.ztf ZTF 0.32032 136.44409783080712 23.672693475958695
59487.46495537386 128.23582090797302 8.743414605604162 UVM2.uvot UVOT 1.05952 340.26506023261265 23.200058114414354
59487.4679285178 130.3235833289743 11.551430400620813 UVW1.uvot UVOT 0.7638400000000001 263.3655784941675 23.343811397627853
59487.46977768067 133.5337366829669 22.879049102690722 U.uvot UVOT 0.616 235.50004912711174 40.34948262143962
59487.4717139973 135.25800536434372 7.691103526962051 UVW2.uvot UVOT 0.96096 327.7532287145013 18.63685632912506
59488.34607640002 97.82478970853154 11.186958463651973 r.ztf ZTF 0.32032 131.39442023965154 15.025883786269155
59488.372256900184 128.29356566409132 8.932940957824265 g.ztf ZTF 0.45584 195.2274472823123 13.593474083383192
59492.53282454376 128.7105244520017 9.32465010796291 UVM2.uvot UVOT 1.05952 341.52465391601464 24.742327129570132
59492.537486334535 159.21140763229948 13.177001621286859 UVW1.uvot UVOT 0.7638400000000001 321.7437965015574 26.628861531903905
59492.540297876716 92.28322548766596 23.75931396180437 U.uvot UVOT 0.616 162.75066268497383 41.90191740470572
59492.54495934816 149.03605675392322 8.131558253805645 UVW2.uvot UVOT 0.96096 361.13979844961466 19.70415329566459
59494.284814800136 71.36583023580228 16.98192029624708 r.ztf ZTF 0.32032 95.85578376088078 22.809449205355733
59498.36542819999 89.69104073214031 9.227660987712294 r.ztf ZTF 0.32032 120.46948767080004 12.394232272423329
59502.359479200095 116.28801673378575 12.897227176517006 r.ztf ZTF 0.32032 156.1935025373441 17.323049634010484
59502.42657409981 110.42755166488287 13.552654959121284 g.ztf ZTF 0.45584 168.04029812077198 20.623405529898516
59504.35001160018 111.41569120618469 23.04082323477569 r.ztf ZTF 0.32032 149.64918601158968 30.947529964519966
59504.445208299905 124.38237619754302 10.133062242363197 g.ztf ZTF 0.45584 189.27569489754396 15.419727906767912
59507.269254167615 96.42109882983442 8.321814937472707 UVM2.uvot UVOT 1.05952 255.8468512832551 22.08137196685385
59507.271479076735 114.28237289256157 11.794315936270237 UVW1.uvot UVOT 0.7638400000000001 230.9485549715089 23.83464880379941
59507.27276478215 94.9560854654586 23.87961658563683 U.uvot UVOT 0.616 167.46451756326954 42.11408306805361
59507.275732623544 124.35985740160953 7.395730372336976 UVW2.uvot UVOT 0.96096 301.3451564368355 17.921116770174883
59511.35012729978 123.3729093209008 23.803048299634604 g.ztf ZTF 0.45584 187.73956453572276 36.2216790298153
59514.5089874853 118.55301154122171 9.45218185519147 UVM2.uvot UVOT 1.05952 314.5723817823147 25.080723978009523
59514.51101931868 126.55254167758387 12.712733000382837 UVW1.uvot UVOT 0.7638400000000001 255.74483525894652 25.690640138678194
59514.51221122816 105.51137979648584 24.890891634600738 U.uvot UVOT 0.616 186.07983078115478 43.89756737417654
59514.51481316184 123.73459908537575 7.520538288030967 UVW2.uvot UVOT 0.96096 299.8300488365556 18.2235476483151
59517.25980320014 125.83620269249076 8.33178720203438 g.ztf ZTF 0.45584 191.48801812615525 12.678683754191473
59517.34598380001 103.30241733125997 9.413443982440613 r.ztf ZTF 0.32032 138.75175479586713 12.643768703377546
59521.28821759997 87.64681507446763 9.378179106213683 r.ztf ZTF 0.32032 117.72376395466209 12.59640230493737
59521.30868060002 135.4957049499276 8.240136143390892 g.ztf ZTF 0.45584 206.18711825620142 12.539216103362138
59521.752018453866 95.01248098169265 7.573230783236068 UVM2.uvot UVOT 1.05952 252.1091792852986 20.095054645164897
59521.753436260165 107.56999847448934 10.826211284054134 UVW1.uvot UVOT 0.7638400000000001 217.38379311852498 21.87824586228281
59521.754291420395 87.45610744727027 22.413575426522335 U.uvot UVOT 0.616 154.2375590761496 39.528573416559894
59521.75587166949 106.64460070536006 6.344967582166034 UVW2.uvot UVOT 0.96096 258.4180663613776 15.374939217401572
59523.2650462999 98.07378853967425 9.438381178637968 r.ztf ZTF 0.32032 131.72886570235917 12.677263367117856
59523.32496530004 132.64260982977143 7.971149377235038 g.ztf ZTF 0.45584 201.8454938397431 12.129892382117793
59525.23521990003 123.57540325820213 9.392531194419842 g.ztf ZTF 0.45584 188.04770449788572 14.292843753420682
59525.30962960003 100.09368254621543 10.03272129959649 r.ztf ZTF 0.32032 134.44190809913601 13.47555770387224
59527.2384722 111.75326720859398 12.343720478161462 g.ztf ZTF 0.45584 170.05767179092825 18.78374045061221
59527.28362269979 103.77642658639914 11.316429047808892 r.ztf ZTF 0.32032 139.38842543377814 15.199783596266947
59528.7045992654 118.46983296430648 9.859118148224495 UVM2.uvot UVOT 1.05952 314.35167306548567 26.160501853483858
59528.708315149895 116.63741795108348 13.01568257766073 UVW1.uvot UVOT 0.7638400000000001 235.70776883268547 26.30285850036145
59528.71055908483 75.58236559264134 25.678638870654318 U.uvot UVOT 0.616 133.2970322883267 45.28683811128479
59528.71436742119 122.00789541999247 7.700802997826041 UVW2.uvot UVOT 0.96096 295.6459511941419 18.66035980223877
59530.307430599816 106.828466045584 10.160084896652638 g.ztf ZTF 0.45584 162.56348177094887 15.460848938741822
59530.347048600204 92.12114752075496 11.739069254804132 r.ztf ZTF 0.32032 123.7335117853606 15.76745734372467
59532.26084489981 121.29365679075211 14.244966245624274 g.ztf ZTF 0.45584 184.57551525846557 21.676912496433335
59532.3859490999 83.81286713834245 13.109491807458737 r.ztf ZTF 0.32032 112.5741554781489 17.608155159952034
59535.28926608086 112.8948043264571 8.758592184194054 UVM2.uvot UVOT 1.05952 299.5587123948653 23.240330790617527
59535.29186431139 119.85839482297061 11.6902979126577 UVW1.uvot UVOT 0.7638400000000001 242.21690874053738 23.62444305083616
59535.29345157068 78.24694383247186 23.26605597321913 U.uvot UVOT 0.616 137.99628149658437 41.03200779661953
59535.29619843699 125.32309318607739 7.170707376152701 UVW2.uvot UVOT 0.96096 303.6792411183468 17.375847650349098
59537.35846060002 134.54469301373183 11.880160931128007 r.ztf ZTF 0.32032 180.71515397614405 15.956966148869581
59540.33104170021 91.56665852141704 24.178264896290514 r.ztf ZTF 0.32032 122.9887439119581 32.47529698672837
59540.40182870021 131.9659752067811 21.182358620683562 g.ztf ZTF 0.45584 200.81584243434764 32.23371164039604
59542.74833702417 104.75924806934077 7.848312449394034 UVM2.uvot UVOT 1.05952 277.9715652135789 20.82496520401958
59542.75094010236 137.95977142682204 11.750767450302874 UVW1.uvot UVOT 0.7638400000000001 278.79723748103964 23.74664345659845
59542.7523655053 111.71037676023239 22.61277356930026 U.uvot UVOT 0.616 197.012379556953 39.8798791882362
59542.75660686726 123.69182300580835 6.822181060567274 UVW2.uvot UVOT 0.96096 299.7263950960454 16.531308911829406
59549.53934298042 112.22123587211105 8.196881595299459 UVM2.uvot UVOT 1.05952 297.7714441490191 21.749869810134715
59549.54226976684 114.90038146310252 11.00970826570485 UVW1.uvot UVOT 0.7638400000000001 232.1974631164301 22.249067378158287
59549.54402558045 72.30767352313109 22.00752580349105 U.uvot UVOT 0.616 127.52178655340975 38.8124644500375
59549.54674467337 128.93599492208241 7.129773231002329 UVW2.uvot UVOT 0.96096 312.4339185647143 17.276657231256618
59556.17709441907 92.05465568855523 7.049463099431695 UVM2.uvot UVOT 1.05952 244.26079032189648 18.705272591946798
59556.18021888182 113.89004813143875 10.476936123036895 UVW1.uvot UVOT 0.7638400000000001 230.15572197051725 21.172410030538167
59556.18201626327 73.52199302674828 21.23680279602143 U.uvot UVOT 0.616 129.66335998542422 37.453217636227315
59556.18604895943 111.50368470630148 6.237969077614933 UVW2.uvot UVOT 0.96096 270.19245609611903 15.115663581628434
59563.246225601804 107.5818372255227 7.983998789617628 UVM2.uvot UVOT 1.05952 285.4611142525281 21.184999712334204
59563.24947648288 116.9149593720401 11.340144382205992 UVW1.uvot UVOT 0.7638400000000001 236.26864089451195 22.91683215836704
59563.25156162691 38.25296062460753 21.488401410656994 U.uvot UVOT 0.616 67.46290735307228 37.89693686088784
59563.253708705335 117.82468895609964 6.647773660267346 UVW2.uvot UVOT 0.96096 285.5093280698615 16.108690018359656
59568.25895320404 124.74014655288984 8.636944220295485 UVW2.uvot UVOT 0.96096 302.2666619465573 20.928789736353295
